Configuración,Neuronas ocultas,tasa de aprendizaje,unbalanced data,missing data,split ration,Tiempo de entrenamiento,Error sobre entrenamiento,Error sobre prueba,Numero de iteraciones,Correctos en entrenamiento,Tamaño entrenamiento,Correctos en prueba,Tamaño prueba,positivos en entrenamiento,positivos en prueba
249,14,0.05,,zero,0.7,60.061301352,0.2484526890218565,0.2532063056211716,127,439,782,186,335,343,150
250,14,0.05,,mean,0.3,60.158216336,0.24779385610494412,0.2535144306751667,305,191,335,346,782,146,347
251,14,0.05,,mean,0.5,60.084273631,0.2452763893376392,0.24853281300240931,181,310,559,310,558,243,250
252,14,0.05,,mean,0.7,60.05483322,0.24958093457319633,0.24234597443808983,129,422,782,197,335,355,138
253,14,0.1,,zero,0.3,60.198631623,0.2516740625000305,0.2486017070342312,303,178,335,431,782,141,352
254,14,0.1,,zero,0.5,60.216765183,0.2535131631182253,0.26442242855332476,182,283,559,240,558,253,240
255,14,0.1,,zero,0.7,60.219709586,0.2500940412333945,0.25058629971640206,130,443,782,170,335,328,165
256,14,0.1,,mean,0.3,60.13712694,0.2503567503243665,0.24915237432842072,302,177,335,437,782,147,346
257,14,0.1,,mean,0.5,60.264258704,0.2502442077247225,0.2484229092496701,182,300,559,314,558,247,246
258,14,0.1,,mean,0.7,60.288151783,0.2517249029386776,0.24903564097226918,129,408,782,181,335,338,155
259,14,0.2,,zero,0.3,60.086275024,0.2590132443423953,0.2724138733858996,306,169,335,441,782,151,342
260,14,0.2,,zero,0.5,60.193535215,0.25034462160428644,0.26162635478908225,182,308,559,307,558,238,255
261,14,0.2,,zero,0.7,60.298865683,0.2573958174941134,0.24349937954977993,129,424,782,191,335,346,147
262,14,0.2,,mean,0.3,60.14168758,0.2597715491174779,0.2522412841123187,305,179,335,345,782,148,345
263,14,0.2,,mean,0.5,60.31964153,0.25483023495475127,0.30017446351470933,183,301,559,313,558,244,249
264,14,0.2,,mean,0.7,60.454953886,0.26010796857209806,0.2509023256590728,129,425,782,188,335,345,148
265,14,0.3,,zero,0.3,60.113673705,0.25736431965955353,0.26843004082893057,300,190,335,426,782,132,361
266,14,0.3,,zero,0.5,60.049123016,0.2609604347219309,0.2541770140491367,182,288,559,239,558,254,239
267,14,0.3,,zero,0.7,60.26172923,0.25849723258567964,0.30220160202628404,129,406,782,191,335,348,145
268,14,0.3,,mean,0.3,60.021977267,0.262779076605355,0.24417157516415142,300,174,335,458,782,158,335
269,14,0.3,,mean,0.5,60.203236395,0.25358428716515713,0.28550380795666147,183,315,559,309,558,247,246
270,14,0.3,,mean,0.7,60.277289555,0.2619101266967093,0.2442892831684186,130,406,782,192,335,344,149
271,15,0.01,,zero,0.3,60.031725213,0.24276393432140259,0.25287930395513075,285,199,335,424,782,137,356
272,15,0.01,,zero,0.5,60.034432581,0.2470256761876153,0.2462897269456636,170,312,559,313,558,248,245
273,15,0.01,,zero,0.7,60.28953481,0.24805177501713058,0.24434572275655983,121,432,782,193,335,351,142
274,15,0.01,,mean,0.3,60.123818949,0.24664975434895198,0.24813638066430135,283,196,335,432,782,141,352
275,15,0.01,,mean,0.5,60.214069108,0.24680006724632295,0.24756179565524422,169,317,559,309,558,242,251
276,15,0.01,,mean,0.7,60.379135605,0.5382792487961201,0.6058764679974561,120,361,782,132,335,361,132
277,15,0.05,,zero,0.3,60.025978193,0.24922619608691754,0.24731938066682632,282,175,335,437,782,151,342
278,15,0.05,,zero,0.5,60.158077495,0.24536345949613647,0.2489754652461629,169,321,559,307,558,236,257
279,15,0.05,,zero,0.7,60.422639019,0.2478130759421439,0.2512845635451747,122,435,782,178,335,336,157
280,15,0.05,,mean,0.3,60.131104022,0.241994882035013,0.24483200190140772,282,190,335,445,782,147,346
281,15,0.05,,mean,0.5,60.336705105,0.25002058301455504,0.2421068020723006,170,296,559,327,558,259,234
282,15,0.05,,mean,0.7,60.169088247,0.24798765736546866,0.2404812383804231,120,420,782,202,335,357,136
283,15,0.1,,zero,0.3,60.142363432,0.25120740746199943,0.2894740851596694,286,176,335,332,782,161,332
284,15,0.1,,zero,0.5,60.109394116,0.25515290484674036,0.24328207957272924,169,288,559,325,558,260,233
285,15,0.1,,zero,0.7,60.092777146,0.25306876868253486,0.2460072956223723,121,417,782,191,335,348,145
286,15,0.1,,mean,0.3,60.021138239,0.2450358168648952,0.2497222857841935,285,194,335,438,782,143,350
287,15,0.1,,mean,0.5,60.218715654,0.2518913783043989,0.24473384944670712,169,297,559,317,558,249,244
288,15,0.1,,mean,0.7,60.463092181,0.2504193561587585,0.24985663130142324,120,427,782,186,335,344,149
289,15,0.2,,zero,0.3,60.00839563,0.2655833614205973,0.24518579748724134,281,157,335,448,782,158,335
290,15,0.2,,zero,0.5,60.223048619,0.2601666574897796,0.2562514848404168,171,294,559,311,558,246,247
291,15,0.2,,zero,0.7,60.250937036,0.26011590005611895,0.2533694055187623,118,411,782,196,335,353,140
292,15,0.2,,mean,0.3,60.101622609,0.24714473361286032,0.2492798621354428,285,197,335,419,782,130,363
293,15,0.2,,mean,0.5,60.293898026,0.2580870255435866,0.24860084200610366,171,286,559,302,558,236,257
294,15,0.2,,mean,0.7,60.01738871,0.2629322068082379,0.24619271127343537,120,395,782,188,335,345,148
295,15,0.3,,zero,0.3,60.193432725,0.2773035003939285,0.2559945128117221,281,166,335,436,782,145,348
296,15,0.3,,zero,0.5,60.171458148,0.2692699494178292,0.31499507122253906,171,284,559,307,558,242,251
297,15,0.3,,zero,0.7,60.480250441,0.26231079800650736,0.2594681894631309,121,415,782,177,335,333,160
298,15,0.3,,mean,0.3,60.084350876,0.27107818169653086,0.27467228229138874,282,175,335,436,782,147,346
299,15,0.3,,mean,0.5,60.342801108,0.27184302883902084,0.25043843672022276,169,306,559,302,558,237,256
300,15,0.3,,mean,0.7,60.067269204,0.2680003290774071,0.2501061190922241,121,394,782,179,335,337,156
