Configuración,Neuronas ocultas,tasa de aprendizaje,unbalanced data,missing data,split ration,Tiempo de entrenamiento,Error sobre entrenamiento,Error sobre prueba,Numero de iteraciones,Correctos en entrenamiento,Tamaño entrenamiento,Correctos en prueba,Tamaño prueba,positivos en entrenamiento,positivos en prueba
227,13,0.1,adasyn,mean,0.5,60.294565443,0.2542738180187762,0.25099580919818765,204,248,505,252,504,241,252
228,13,0.1,adasyn,mean,0.7,60.189554711,0.2529960116799557,0.2500035068825087,133,337,706,151,303,342,151
229,13,0.2,adasyn,zero,0.3,60.039508204,0.25310919525852554,0.3032545176805917,390,160,287,338,668,156,337
230,13,0.2,adasyn,zero,0.5,60.198336316,0.25508152445535354,0.2505536147929041,235,235,478,241,477,252,241
231,13,0.2,adasyn,zero,0.7,60.170935819,0.25587198507375175,0.26639739762413583,168,350,669,146,286,353,140
232,13,0.2,adasyn,mean,0.3,60.090539972,0.26196606186079163,0.2684295221645273,333,142,303,359,706,146,347
233,13,0.2,adasyn,mean,0.5,60.124441545,0.2598504909551108,0.2551823452154114,205,246,505,244,504,248,245
234,13,0.2,adasyn,mean,0.7,60.233811893,0.26016670568862027,0.2568671625234904,164,354,706,158,303,349,144
235,13,0.3,adasyn,zero,0.3,60.058144346,0.26969188322478876,0.25005584055488456,405,146,287,342,668,151,342
236,13,0.3,adasyn,zero,0.5,60.195730216,0.2564696869954331,0.25208135682654703,233,238,478,226,477,242,251
237,13,0.3,adasyn,zero,0.7,60.058338004,0.27980141423824834,0.2569881000379971,159,308,669,148,286,343,150
238,13,0.3,adasyn,mean,0.3,60.122082437,0.25862675136879354,0.28793517301962523,332,161,303,343,706,150,343
239,13,0.3,adasyn,mean,0.5,60.088239955,0.26332674696594593,0.2491782862010497,196,240,505,260,504,247,246
240,13,0.3,adasyn,mean,0.7,60.397719747,0.26270614221899175,0.25069235706894394,147,364,706,147,303,346,147
241,14,0.01,adasyn,zero,0.3,60.04933655,0.25002133141922006,0.2500454955584531,344,151,287,342,668,151,342
242,14,0.01,adasyn,zero,0.5,60.11026324,0.2520076429841534,0.25115932965103666,218,252,478,240,477,253,240
243,14,0.01,adasyn,zero,0.7,60.41790895,0.25024283647918033,0.24954223627929883,148,324,669,151,286,342,151
244,14,0.01,adasyn,mean,0.3,60.033052182,0.5015599004390779,0.5154884547541579,333,151,303,342,706,151,342
245,14,0.01,adasyn,mean,0.5,60.164049868,0.25016300669562774,0.2539460339528517,196,259,505,234,504,257,236
246,14,0.01,adasyn,mean,0.7,60.042508358,0.25000064864552507,0.24944778306577356,151,355,706,156,303,345,148
247,14,0.05,adasyn,zero,0.3,60.095388667,0.254980104267025,0.24982544714734678,374,136,287,351,668,141,352
248,14,0.05,adasyn,zero,0.5,60.067375803,0.2511529557623907,0.2502569459470834,221,244,478,248,477,244,249
249,14,0.05,adasyn,zero,0.7,60.450827815,0.25428050600172886,0.25199032571344504,136,324,669,151,286,341,152
250,14,0.05,adasyn,mean,0.3,60.111171079,0.253738630235843,0.25102227988416426,367,152,303,352,706,141,352
251,14,0.05,adasyn,mean,0.5,60.187680529,0.2521738232200053,0.2498580172761704,247,249,505,245,504,247,246
252,14,0.05,adasyn,mean,0.7,60.284360136,0.25354337226625034,0.2565374017541095,135,363,706,135,303,359,134
253,14,0.1,adasyn,zero,0.3,60.021519098,0.2486034158977871,0.2531355271221333,458,150,287,318,668,136,357
254,14,0.1,adasyn,zero,0.5,60.01148646,0.4916303689971193,0.4758896168810057,272,243,478,250,477,243,250
255,14,0.1,adasyn,zero,0.7,60.275166165,0.253214257502295,0.2492811356641622,194,345,669,143,286,349,144
256,14,0.1,adasyn,mean,0.3,60.060629809,0.2557004003744035,0.24819066276026833,430,145,303,343,706,147,346
257,14,0.1,adasyn,mean,0.5,60.065682226,0.2530674826228353,0.24887403711511163,227,250,505,261,504,234,259
258,14,0.1,adasyn,mean,0.7,60.282900033,0.25250052972342,0.2820933049139038,147,369,706,147,303,345,148
259,14,0.2,adasyn,zero,0.3,60.0724176,0.2712447842448924,0.27091165790178523,370,128,287,326,668,151,342
260,14,0.2,adasyn,zero,0.5,60.163492086,0.254874084711162,0.27021424391169435,204,257,478,244,477,249,244
261,14,0.2,adasyn,zero,0.7,60.750994889,0.2572951669308462,0.2479067509641892,151,348,669,141,286,345,148
262,14,0.2,adasyn,mean,0.3,60.000011602,0.2545027751394493,0.250533783463629,329,153,303,367,706,154,339
263,14,0.2,adasyn,mean,0.5,60.010197784,0.25906232324159095,0.253392012216725,154,246,505,248,504,244,249
264,14,0.2,adasyn,mean,0.7,60.376061169,0.26064018455030935,0.2509880885927319,110,368,706,144,303,334,159
265,14,0.3,adasyn,zero,0.3,60.068140467,0.26856577586460745,0.25635541391948913,426,146,287,346,668,146,347
266,14,0.3,adasyn,zero,0.5,60.019295741,0.2656543759044764,0.2620775931352597,272,239,478,225,477,240,253
267,14,0.3,adasyn,zero,0.7,60.147363904,0.26988091740398573,0.2519187318474995,172,329,669,146,286,347,146
268,14,0.3,adasyn,mean,0.3,60.08944313,0.2557553685161022,0.25518823426062,428,148,303,334,706,158,335
269,14,0.3,adasyn,mean,0.5,60.094962111,0.2583416076772872,0.2702629119426076,255,250,505,254,504,235,258
270,14,0.3,adasyn,mean,0.7,60.233617475,0.25276840345472673,0.24953854247949417,180,402,706,155,303,338,155
271,15,0.01,adasyn,zero,0.3,60.12319341,0.2500842389790259,0.25114047167732906,426,152,287,340,668,152,341
272,15,0.01,adasyn,zero,0.5,60.05226485,0.24763551887859567,0.24669354995275036,256,246,478,248,477,244,249
273,15,0.01,adasyn,zero,0.7,60.203620581,0.25085145745631854,0.24983231895646196,181,339,669,149,286,344,149
274,15,0.01,adasyn,mean,0.3,60.071183516,0.25245646326928983,0.2556790742997246,401,160,303,357,706,144,349
275,15,0.01,adasyn,mean,0.5,60.121342171,0.4613544988017564,0.5158381981743231,238,272,505,244,504,233,260
276,15,0.01,adasyn,mean,0.7,60.047389911,0.25240621678973124,0.25246471630016354,169,368,706,148,303,338,155
277,15,0.05,adasyn,zero,0.3,60.008848453,0.24850901431511924,0.2514177068528022,431,150,287,326,668,148,345
278,15,0.05,adasyn,zero,0.5,60.159010939,0.25171476434714934,0.24915240116293622,256,239,478,231,477,240,253
279,15,0.05,adasyn,zero,0.7,60.087446958,0.25339614075514105,0.2526616577775198,182,328,669,153,286,339,154
280,15,0.05,adasyn,mean,0.3,60.086753641,0.25013893863020475,0.25345622017509645,405,151,303,341,706,143,350
281,15,0.05,adasyn,mean,0.5,60.189236579,0.25212717421499026,0.253720825909464,239,248,505,233,504,260,233
282,15,0.05,adasyn,mean,0.7,60.366408111,0.2515490001962271,0.2535177773805775,169,360,706,158,303,344,149
283,15,0.1,adasyn,zero,0.3,60.069868779,0.2583162491511717,0.25759797167462894,431,142,287,340,668,153,340
284,15,0.1,adasyn,zero,0.5,60.013843913,0.25457219546175974,0.24963317609948,256,230,478,244,477,249,244
285,15,0.1,adasyn,zero,0.7,60.081408711,0.2540258003356101,0.25967374420305217,183,341,669,138,286,345,148
286,15,0.1,adasyn,mean,0.3,60.055543559,0.2606085074894295,0.2538288299546043,403,142,303,361,706,147,346
287,15,0.1,adasyn,mean,0.5,60.099987139,0.25871057392294405,0.2441878290067543,239,240,505,281,504,260,233
288,15,0.1,adasyn,mean,0.7,60.179116835,0.25649056003072346,0.2510314695833075,170,336,706,137,303,356,137
289,15,0.2,adasyn,zero,0.3,60.116792498,0.25454697801086695,0.2527268507428272,432,147,287,325,668,150,343
290,15,0.2,adasyn,zero,0.5,60.206507202,0.2767879885374804,0.24908750348590114,261,212,478,253,477,240,253
291,15,0.2,adasyn,zero,0.7,60.147995659,0.2581765379338947,0.252534799302604,182,334,669,146,286,347,146
292,15,0.2,adasyn,mean,0.3,60.066631286,0.26191445763056487,0.2582564416508672,403,155,303,361,706,139,354
293,15,0.2,adasyn,mean,0.5,60.125952991,0.2546467558758434,0.25000959196408484,240,267,505,265,504,249,244
294,15,0.2,adasyn,mean,0.7,60.164731512,0.26010985128036307,0.2788524861273828,170,367,706,148,303,338,155
295,15,0.3,adasyn,zero,0.3,60.002268696,0.26287075115106323,0.26295566909621165,431,135,287,342,668,148,345
296,15,0.3,adasyn,zero,0.5,60.05886607,0.2629464913322044,0.2745660549134415,248,242,478,230,477,262,231
297,15,0.3,adasyn,zero,0.7,60.076579977,0.2639594412643252,0.25792030568424723,169,331,669,136,286,357,136
298,15,0.3,adasyn,mean,0.3,60.026436375,0.2719032431607227,0.2866076397329772,403,156,303,332,706,160,333
299,15,0.3,adasyn,mean,0.5,60.11224347,0.2686964895949221,0.2753759161782057,239,235,505,264,504,247,246
300,15,0.3,adasyn,mean,0.7,60.248709526,0.2670342165406621,0.2554795564582015,170,357,706,139,303,354,139
