Configuración,Neuronas ocultas,tasa de aprendizaje,unbalanced data,missing data,split ration,Tiempo de entrenamiento,Error sobre entrenamiento,Error sobre prueba,Numero de iteraciones,Correctos en entrenamiento,Tamaño entrenamiento,Correctos en prueba,Tamaño prueba,positivos en entrenamiento,positivos en prueba
243,14,0.01,,zero,0.7,60.025533744,0.1652937231793185,0.1683154649146501,335,346,437,147,187,346,147
244,14,0.01,,mean,0.3,60.032911068,0.15813371724709424,0.16926233040948785,810,150,187,342,437,150,343
245,14,0.01,,mean,0.5,60.033912423,0.17072844641557267,0.1610859514493226,480,244,312,249,312,244,249
246,14,0.01,,mean,0.7,60.05143372,0.1659594433321919,0.17031834874366722,340,346,437,147,187,346,147
247,14,0.05,,zero,0.3,60.023409096,0.1530505496553245,0.17304972908061184,809,152,187,341,437,151,342
248,14,0.05,,zero,0.5,60.030481544,0.15377483014065296,0.18048899886415742,470,253,312,240,312,253,240
249,14,0.05,,zero,0.7,60.164995073,0.16727080204255013,0.16600229130524433,342,345,437,148,187,345,148
250,14,0.05,,mean,0.3,60.035677907,0.16307883214936814,0.16802513138332537,797,149,187,344,437,149,344
251,14,0.05,,mean,0.5,60.015331017,0.1488484903185955,0.18310264581135324,473,256,312,236,312,255,238
252,14,0.05,,mean,0.7,60.128062157,0.16887936672519763,0.15627026554913329,338,344,437,152,187,343,150
253,14,0.1,,zero,0.3,60.034464502,0.1502435268067318,0.17356520288234015,797,153,187,339,437,153,340
254,14,0.1,,zero,0.5,60.12364089,0.16873482421474675,0.1649661651645776,476,246,312,247,312,246,247
255,14,0.1,,zero,0.7,60.103073374,0.16546031394676905,0.1728972775052013,338,347,437,146,187,347,146
256,14,0.1,,mean,0.3,60.00168433,0.15739046609233984,0.1739406874067782,806,151,187,342,437,151,342
257,14,0.1,,mean,0.5,60.116708914,0.16701660371426957,0.16899131196795197,483,247,312,245,312,247,246
258,14,0.1,,mean,0.7,60.167080189,0.17338491401573156,0.15159306583586846,342,340,437,153,187,340,153
259,14,0.2,,zero,0.3,60.051419167,0.14051955088664742,0.17822812786080655,785,156,187,336,437,156,337
260,14,0.2,,zero,0.5,60.000179301,0.14264778278991933,0.18837706550731398,470,259,312,234,312,259,234
261,14,0.2,,zero,0.7,60.144378382,0.16132444079474162,0.1873043373557998,336,348,437,145,187,348,145
262,14,0.2,,mean,0.3,60.072705342,0.16867375317300068,0.16732633659209212,808,148,187,344,437,148,345
263,14,0.2,,mean,0.5,60.075892531,0.15539047000636705,0.18379673579427652,479,254,312,239,312,254,239
264,14,0.2,,mean,0.7,60.048581429,0.1631259654299951,0.17876244131040395,336,349,437,144,187,349,144
265,14,0.3,,zero,0.3,60.031431288,0.17625513451665595,0.16579546034456888,810,147,187,346,437,147,346
266,14,0.3,,zero,0.5,60.01941139,0.16730554021568594,0.16777502775773329,480,246,312,246,312,246,247
267,14,0.3,,zero,0.7,60.057348832,0.1672996912847184,0.17251526475115656,338,347,437,146,187,347,146
268,14,0.3,,mean,0.3,60.018207848,0.17746513458902527,0.163465945827343,809,146,187,347,437,146,347
269,14,0.3,,mean,0.5,60.059025344,0.20512668036288678,0.21474226364987126,473,248,312,245,312,248,245
270,14,0.3,,mean,0.7,60.07938473,0.1631047059019398,0.18569075965331033,338,351,437,142,187,351,142
271,15,0.01,,zero,0.3,60.022278,0.16366237694038802,0.1700708135487778,756,149,187,344,437,149,344
272,15,0.01,,zero,0.5,60.105986027,0.7531254894918084,0.8268365081203791,444,77,312,54,312,235,258
273,15,0.01,,zero,0.7,60.055918384,0.17158879458509954,0.15890885278091693,313,341,437,150,187,343,150
274,15,0.01,,mean,0.3,60.076217818,0.16001926309440148,0.17297243711753102,752,150,187,341,437,151,342
275,15,0.01,,mean,0.5,60.081050266,0.1837833149573775,0.15178411660807228,454,235,312,255,312,238,255
276,15,0.01,,mean,0.7,60.189469006,0.16732898517882458,0.1617476237254558,313,344,437,149,187,344,149
277,15,0.05,,zero,0.3,60.055397967,0.17044233121372615,0.16424176173587796,746,146,187,347,437,146,347
278,15,0.05,,zero,0.5,60.019993008,0.1536161402466972,0.1767675268911454,445,253,312,240,312,253,240
279,15,0.05,,zero,0.7,60.116289815,0.16334271321958382,0.17735874986506028,317,348,437,145,187,348,145
280,15,0.05,,mean,0.3,60.017101325,0.1780183404922995,0.16103544102581882,758,144,187,349,437,144,349
281,15,0.05,,mean,0.5,60.018142991,0.16462652333602146,0.16625884640286692,449,247,312,246,312,247,246
282,15,0.05,,mean,0.7,60.078969859,0.17947401772656957,0.14628285584072923,318,336,437,157,187,336,157
283,15,0.1,,zero,0.3,60.001526305,0.18231675981880613,0.16307517345306088,751,143,187,349,437,143,350
284,15,0.1,,zero,0.5,60.088838518,0.1699813863683312,0.16252442702455533,452,245,312,248,312,245,248
285,15,0.1,,zero,0.7,60.066578539,0.17311855847787155,0.16057405236891695,315,343,437,150,187,343,150
286,15,0.1,,mean,0.3,60.045241861,0.17551457468311804,0.1629373057640782,755,145,187,348,437,145,348
287,15,0.1,,mean,0.5,60.075843217,0.18511874817893142,0.16981762737060418,450,237,312,256,312,237,256
288,15,0.1,,mean,0.7,60.019080563,0.15666207444699534,0.19045295336959434,318,353,437,140,187,353,140
289,15,0.2,,zero,0.3,60.038984202,0.17739643112545414,0.16531918122372005,755,146,187,347,437,146,347
290,15,0.2,,zero,0.5,60.127239879,0.16836937219415174,0.1665360354812359,452,247,312,246,312,247,246
291,15,0.2,,zero,0.7,60.121454151,0.17978070646509164,0.13487841266447811,314,336,437,157,187,336,157
292,15,0.2,,mean,0.3,60.00051864,0.19251159121581565,0.21740882810608253,758,151,187,342,437,151,342
293,15,0.2,,mean,0.5,60.060467144,0.1703441369895976,0.1632927739930792,450,245,312,248,312,245,248
294,15,0.2,,mean,0.7,60.177727498,0.1720506330984394,0.1596655078778168,316,343,437,150,187,343,150
295,15,0.3,,zero,0.3,60.026870441,0.19081522651965024,0.1645258059800943,758,143,187,350,437,143,350
296,15,0.3,,zero,0.5,60.074838195,0.19394570430452818,0.1446221198852197,449,236,312,257,312,236,257
297,15,0.3,,zero,0.7,60.126745645,0.17449168623003844,0.17021623465064611,315,343,437,148,187,345,148
298,15,0.3,,mean,0.3,60.083438446,0.184024167239752,0.16402661412094324,746,145,187,351,437,143,350
299,15,0.3,,mean,0.5,60.013840598,0.17184923115308934,0.16336199454027453,445,244,312,248,312,245,248
300,15,0.3,,mean,0.7,60.098879458,0.17599995022419157,0.15174186866071648,317,342,437,152,187,341,152
